,tic,permno,date,moribvol,russellgroup,sector,price,ret_1,ret_5,ret_10,ret_20,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence
1,ORCL,10104,2018-01-03,0.06060606060606061,1,XLK,47.709999084472656,0.009851209819316864,0.026807654564579897,0.05689649225566695,0.08635412373475004,47.529998779296875,48.06999969482422,47.439998626708984,43.75489807128906,24165000,2,-0.48528377860701255,46.46444294188838,42.12295024658819,45.74250558598796,-65.84012203981254,25.18083724134347,44.46932106018066,44.94789536794027,12.582122321823219
1,QCOM,77178,2018-01-03,0.015151515151515152,1,XLK,65.94000244140625,0.0013648215681314468,-0.010312409045325488,0.03199879514769166,0.013042166890966378,65.22000122070312,66.05999755859375,64.69000244140625,57.325218200683594,6844200,2,0.34862699647052153,57.10127797471635,55.525299784072715,61.02344542571565,5.657926652316639,16.82197461342585,56.86445541381836,53.229152552286784,12.582122321823219
1,TXN,15579,2018-01-03,0.09090909090909091,1,XLK,108.43000030517578,-0.0012911499943584204,0.011712594508237917,0.07359590001219196,0.020945067305746745,105.87999725341797,108.51000213623047,105.5999984741211,94.21642303466797,6918900,2,2.028123010676353,94.55948808077378,82.66607802030043,74.03858207989248,157.3619223560581,62.892958510784105,87.46784362792968,85.25033734639486,12.582122321823219
2,ADSK,85631,2018-01-04,0.07575757575757576,2,XLK,112.06999969482422,-0.010975313372910023,0.01061838437200513,0.02873205232397158,-0.0038368890307526327,110.12999725341797,112.20999908447266,109.2300033569336,112.06999969482422,2158700,3,-1.991908760860568,110.76647268371032,102.29252847595764,49.34849312644742,6.962331146002327,12.136586192349338,110.54666646321614,116.39066645304362,8.307190182220516
2,AMD,61241,2018-01-04,0.12121212121212122,2,XLK,12.119999885559082,-0.01980196125805378,0.0016502019388515698,0.038778900097196756,0.027227714840363015,12.100000381469727,12.430000305175781,11.970000267028809,12.119999885559082,109503000,3,0.07989369244613087,11.722153941638435,9.415845783703361,55.67997592848219,199.90962544149306,34.04800757652227,10.687999884287516,11.523166640599568,8.307190182220516
2,CSCO,76076,2018-01-04,0.015151515151515152,1,XLK,38.9900016784668,0.013849630020558834,0.028468754326132606,0.058989462259076086,0.04975631216358556,39.04999923706055,39.540000915527344,38.93000030517578,33.49448013305664,20731400,3,0.570123288833706,33.55677681908673,31.791127576970403,70.23366755313336,143.42000336558857,51.82672363331077,32.344658597310385,30.77768154144287,8.307190182220516
2,INTU,78975,2018-01-04,0.030303030303030304,1,XLK,162.00999450683594,0.012962200678884983,0.008491011207458321,0.03781771653002197,0.011089566128172912,159.4600067138672,163.82000732421875,159.4600067138672,156.0038604736328,1695000,3,1.3928181578205283,155.95875707540904,148.54006036843862,63.7824009758772,161.74871220732877,40.52035009876238,151.08330383300782,148.043017578125,8.307190182220516
2,LRCX,48486,2018-01-04,0.10606060606060606,2,XLK,193.3800048828125,0.015616863034665585,-0.022029215631503396,0.07317196234072876,-0.07405112381943757,195.0,196.85000610351562,193.14999389648438,178.07003784179688,2227200,3,-1.44952631422521,177.60012560536325,165.63916119883595,51.977116135645836,22.56066777737607,8.969609088298355,175.98487345377603,181.47587356567382,8.307190182220516
2,MSFT,10107,2018-01-04,0.09090909090909091,1,XLK,87.11000061035156,0.012398138642311096,0.011135360379797454,0.03317643844194684,0.05361035933248459,86.58999633789062,87.66000366210938,86.56999969482422,81.82782745361328,21912000,3,0.8089454450687725,82.36285254192443,78.04729684162051,63.77093954688239,133.09217938000262,32.7187080409086,79.56176935831705,77.73203353881836,8.307190182220516
2,ORCL,10104,2018-01-04,0.13636363636363635,1,XLK,48.18000030517578,0.006019114051014185,0.01991644681657001,0.05387895687387334,0.0445027959554678,47.9900016784668,48.189998626708984,47.720001220703125,44.18593978881836,19815100,3,-0.4136464525312107,46.46978586607794,42.13503247803827,47.891468523681965,-38.85781883620027,22.64002445667785,44.443642171223956,44.94804833730062,8.307190182220516
2,QCOM,77178,2018-01-04,0.045454545454545456,1,XLK,66.02999877929688,0.006663674954324961,-0.009086755271606961,0.0304407419881898,0.0006057980909657257,66.18000030517578,66.52999877929688,65.91000366210938,57.40345764160156,5060100,3,0.40394791979026934,57.296559231213735,55.44651175267299,61.21515273576452,49.25423830662046,22.866757681322074,56.867817942301436,53.426095199584964,8.307190182220516
2,TXN,15579,2018-01-04,0.06060606060606061,1,XLK,108.29000091552734,0.007664621341973543,0.02197799677847012,0.0788623228619707,-0.00020850231624380822,108.4800033569336,109.20999908447266,108.05000305175781,94.09476470947266,5460400,3,2.1573950524093988,95.15374344756177,83.06151534150072,73.56614356658564,160.73027274909379,65.17116809507364,87.75777155558268,85.50076382954916,8.307190182220516
3,ADSK,85631,2018-01-05,0.015151515151515152,2,XLK,110.83999633789062,0.005232784431427717,0.04574167596058509,0.05945510802798326,-0.014976506409580814,113.06999969482422,113.3499984741211,110.41000366210938,110.83999633789062,2384200,4,-1.569411519870215,111.3805768554262,102.07042412113631,47.842235231983544,19.471160134241945,17.27834324026718,109.98433303833008,116.28716634114583,5.885292139558649
3,AMD,61241,2018-01-05,0.09090909090909091,2,XLK,11.880000114440918,0.03367000073194504,0.011784539036205466,0.0648147720891814,-0.02609431372786719,12.1899995803833,12.220000267028809,11.65999984741211,11.880000114440918,63808900,4,0.14795567355077033,11.92245851246809,9.403541224317799,53.88940220161107,157.30892769727913,23.86000519036507,10.703999900817871,11.492833312352499,5.885292139558649
3,CSCO,76076,2018-01-05,0.06060606060606061,1,XLK,39.529998779296875,0.010371865704655647,0.033898309461293685,0.053883155820213524,-0.018972929029703156,39.54999923706055,39.880001068115234,39.369998931884766,33.95836639404297,24588200,4,0.6093450267535232,33.75451009988315,31.799306504731106,72.41318812922461,176.40239170075367,56.68711219695999,32.434897359212236,30.866856892903645,5.885292139558649
3,INTU,78975,2018-01-05,0.045454545454545456,1,XLK,164.11000061035156,0.0006093845586292446,0.0048089050325164084,0.030217749061050014,-0.037091220014395576,162.8000030517578,164.5500030517578,162.5,158.02597045898438,1071900,4,1.6852658845119493,157.04113054784617,148.22032117334524,66.16989870382847,200.38957854622208,43.453776001294855,151.47874450683594,148.36286951700848,5.885292139558649
3,LRCX,48486,2018-01-05,0.12121212121212122,2,XLK,196.39999389648438,0.007535697892308235,-0.040173114659114106,0.06512224783667442,-0.13263741392471595,194.89999389648438,197.17999267578125,194.4499969482422,180.85092163085938,1713000,4,-0.7540090231003376,179.36071847254004,164.99921499913967,53.71980849160701,45.53832297376794,9.826957016654546,175.31253102620443,181.66021601359049,5.885292139558649
3,MSFT,10107,2018-01-05,0.07575757575757576,1,XLK,88.19000244140625,0.001020482275635004,0.01598816246163759,0.03877988740877503,-0.0021544649025996288,87.66000366210938,88.41000366210938,87.43000030517578,82.84233856201172,23407100,4,0.9252650545002723,82.60164147425802,78.31670416783182,66.02889545124671,168.70496855875672,39.09290065599688,79.7017344156901,77.92430890401205,5.885292139558649
3,ORCL,10104,2018-01-05,0.13636363636363635,1,XLK,48.470001220703125,0.010521937161684036,0.02541241571839903,0.0502658942408587,-0.003997473678286734,48.41999816894531,48.630001068115234,48.279998779296875,44.45189666748047,14496400,4,-0.3315904893303312,46.47263723559436,42.13676675610486,49.17631293252779,-1.193129369003483,13.602218195245444,44.438750712076825,44.95202248891194,5.885292139558649
3,QCOM,77178,2018-01-05,0.030303030303030304,1,XLK,66.47000122070312,-0.0030089449137449265,-0.016398434208396595,0.03309759127072476,-0.07131039092997371,66.04000091552734,66.5999984741211,65.5,57.785972595214844,5421800,4,0.4732011418271398,57.557108019449934,55.31549596919752,62.156547786845984,49.943336128934995,15.068778652584157,56.87818400065104,53.61518885294596,5.885292139558649
3,TXN,15579,2018-01-05,0.10606060606060606,1,XLK,109.12000274658203,0.004765364807099104,0.03299118778257881,0.09457477642382495,-0.039608228159050074,108.69999694824219,109.2300033569336,108.29000091552734,94.81597137451172,5254900,4,2.291623023600394,95.74807703378134,83.51856954214638,74.56159093528272,149.41167669680976,65.23636887460475,88.04538345336914,85.75169843037924,5.885292139558649
4,ADSK,85631,2018-01-08,0.030303030303030304,2,XLK,111.41999816894531,0.006192806176841259,0.005026073490410177,0.06560765847689254,0.010770103539372355,110.41999816894531,111.73999786376953,109.04000091552734,111.41999816894531,1782100,0,-1.1742421790686137,111.76809527400819,101.8639054584137,48.607430189502786,19.805215652275777,9.07819090754887,109.43933308919271,116.16799964904786,2.551979148212528
4,AMD,61241,2018-01-08,0.12121212121212122,2,XLK,12.279999732971191,-0.03745928779244423,-0.030130285091440556,0.05374591655139893,-0.05130294403325464,12.010000228881836,12.300000190734863,11.850000381469727,12.279999732971191,63346000,0,0.23150328445794877,12.18997994543892,9.360019768458786,56.31171472644354,174.57944499801997,25.42358891560651,10.73433322906494,11.466166639328003,2.551979148212528
4,CSCO,76076,2018-01-08,0.06060606060606061,1,XLK,39.939998626708984,-0.006259389221668243,0.015022591296957488,0.0540811205515046,0.005758631639440459,39.52000045776367,39.959999084472656,39.349998474121094,34.310577392578125,16582000,0,0.6612268096022973,34.004210408539514,31.791592280059117,73.91344960990125,177.72348925236116,57.75903242285329,32.54256114959717,30.961333783467612,2.551979148212528
4,INTU,78975,2018-01-08,0.07575757575757576,1,XLK,164.2100067138672,0.0062724519520998,-0.009354302027284489,0.028308509135340554,-0.018022209169528458,164.02999877929688,164.52999877929688,163.33999633789062,158.12229919433594,1185800,0,1.9028706306428376,157.8819608400304,148.21242087383678,66.27944365944572,193.11428177259975,43.453776001294855,151.88253122965494,148.69267247517902,2.551979148212528
4,LRCX,48486,2018-01-08,0.045454545454545456,2,XLK,197.8800048828125,-0.0015665936516597867,-0.037851250441391704,0.08687084267597056,-0.09874675301769487,196.3300018310547,199.49000549316406,196.25,182.21377563476562,2762700,0,-0.09177767477805787,181.02147725992168,164.14141794271504,54.555873411226,76.08519854334965,15.763745302522533,174.8000961303711,181.84768244425456,2.551979148212528
4,MSFT,10107,2018-01-08,0.10606060606060606,1,XLK,88.27999877929688,-0.0006796279922127724,0.0007929291524022553,0.0410059241977081,0.034549197906865725,88.19999694824219,88.58000183105469,87.5999984741211,82.92687225341797,22113000,0,1.0125977489020954,82.65524285581054,78.80699316713867,66.21042087177534,164.59358927175595,40.4596501408312,79.86361796061198,78.11596806844075,2.551979148212528
4,ORCL,10104,2018-01-08,0.13636363636363635,1,XLK,48.97999954223633,0.005512491334229708,0.01637511608915143,0.04773330692873512,0.012480990369338807,48.29999923706055,49.06999969482422,47.939998626708984,44.91962432861328,15075000,0,-0.2262112119819406,46.509789841396234,42.14180165030299,51.358316164700156,15.368295262143471,5.306643111909409,44.45097910563151,44.96272214253744,2.551979148212528
4,QCOM,77178,2018-01-08,0.015151515151515152,1,XLK,66.2699966430664,-0.015089784748852253,0.029877825085896426,0.031235849828799678,-0.028217825963225085,66.25,66.52999877929688,65.94000244140625,57.612091064453125,4266900,0,0.5081958672730167,57.7156517992994,55.24736356630118,61.455098882531054,60.56633740242957,15.068778652584152,56.84079933166504,53.79779243469238,2.551979148212528
4,TXN,15579,2018-01-08,0.09090909090909091,1,XLK,109.63999938964844,0.006840568967163563,0.029916078496766696,0.09348778056288265,-0.02893722380796604,108.55000305175781,110.37000274658203,108.41000366210938,95.26780700683594,4549400,0,2.4067158945069735,96.34237313537486,83.95480780334586,75.16765633134986,145.09029282005943,68.7950047551417,88.38020528157553,86.00311241149902,2.551979148212528
5,ADSK,85631,2018-01-09,0.10606060606060606,2,XLK,112.11000061035156,-0.005708673503249884,0.007938625112162478,0.04272590207857907,-0.0140040983483809,111.56999969482422,112.30999755859375,110.6500015258789,112.11000061035156,1848900,1,-0.7962119631253302,112.55355602223955,101.57344440500654,49.51886736438283,53.30247029554317,11.820329806236794,108.85966644287109,116.05333302815755,5.114510917570067
5,AMD,61241,2018-01-09,0.13636363636363635,2,XLK,11.819999694824219,0.011844361200928688,0.030456905308692495,0.07529613952365732,-0.018612465262415778,12.0,12.020000457763672,11.710000038146973,11.819999694824219,62560900,1,0.2576274405648622,12.300111338647453,9.437888386694345,52.999469434384885,131.8020839415134,20.783573773808634,10.748999881744385,11.426499970753987,5.114510917570067
5,CSCO,76076,2018-01-09,0.07575757575757576,1,XLK,39.689998626708984,0.0055429888889193535,0.03804490273536465,0.06248424436407629,0.01637696497734642,39.790000915527344,39.959999084472656,39.540000915527344,34.0958251953125,21449800,1,0.6772083523987789,34.15611559018063,31.842291392241236,71.46213315364243,165.62150360613174,57.75903242285329,32.64192975362142,31.056921450297036,5.114510917570067
5,INTU,78975,2018-01-09,0.09090909090909091,1,XLK,164.85000610351562,-0.008128671906888485,-0.00339710578302721,0.016378506884123123,-0.021595464449420065,164.13999938964844,165.1300048828125,162.77000427246094,159.11648559570312,1098300,1,2.1309818611319997,158.76999679159013,148.28851761270676,67.40627344924468,187.8226245643793,45.95705066003426,152.24627634684245,149.00373764038085,5.114510917570067
5,LRCX,48486,2018-01-09,0.12121212121212122,2,XLK,197.57000732421875,-0.029913466423749924,0.03801181741327464,0.061547745880162985,-0.13129524044437157,198.22000122070312,199.75,193.3699951171875,181.9282989501953,2955000,1,0.4053373802639726,182.49298868871782,163.69294575952435,54.343140758594046,84.1813289902677,6.425543734526924,174.22733408610026,182.0179936726888,5.114510917570067
5,MSFT,10107,2018-01-09,0.030303030303030304,1,XLK,88.22000122070312,-0.00453413650393486,0.02176375301711775,0.04080705755920655,0.01575605773832911,88.6500015258789,88.7300033569336,87.86000061035156,82.87052917480469,19484300,1,1.0649866200238023,82.90233903308459,78.94127974132948,65.96737347574658,160.5773571110769,41.69375261222481,80.01892623901367,78.29578374226888,5.114510917570067
5,ORCL,10104,2018-01-09,0.06060606060606061,1,XLK,49.060001373291016,-0.005299676675349474,0.024663657553330998,0.048715844135717834,-0.003872854841493578,49.25,49.36000061035156,48.91999816894531,45.168190002441406,14153700,1,-0.12124259378844471,46.46239343508935,42.15719579830909,52.47991559635669,58.69948803398741,0.15389091746931,44.458347702026366,44.978328768412275,5.114510917570067
5,QCOM,77178,2018-01-09,0.015151515151515152,1,XLK,65.2699966430664,-0.00015312559844460338,0.042132681661925186,0.04151994482621113,-0.003523760637332951,65.63999938964844,65.86000061035156,64.94000244140625,56.74275207519531,7632300,1,0.46047300211433395,57.72809744406116,55.32446145486462,58.065957344702326,3.8993600719486516,2.2258543594199987,56.75202204386393,53.98199939727783,5.114510917570067
5,TXN,15579,2018-01-09,0.045454545454545456,1,XLK,110.38999938964844,-0.006250588223338127,0.0794456433570514,-0.006250586500578192,-0.07097222489408983,109.62000274658203,110.9800033569336,109.08000183105469,95.91947174072266,4747800,1,2.521446061088483,96.92636269789605,84.44566412705512,76.02005871532809,142.8959838139385,70.52107854119615,88.70141321818033,86.26898511250813,5.114510917570067
6,ADSK,85631,2018-01-10,0.13636363636363635,2,XLK,111.47000122070312,0.016058139503002167,0.00968872071760507,0.048443540498779525,-0.059747046505961854,111.70999908447266,112.61000061035156,110.55000305175781,111.47000122070312,1645000,2,-0.5420148852713567,113.12563308087981,101.46536728533114,48.690312718517504,81.85943789806365,13.291616196780238,108.23399963378907,115.91733309427897,6.683054505659159
6,AMD,61241,2018-01-10,0.09090909090909091,2,XLK,11.960000038146973,0.0150501923635602,0.04264215980452968,0.03762540221845634,-0.06187289349833591,11.630000114440918,12.149999618530273,11.5600004196167,11.960000038146973,52561200,2,0.2863272775454302,12.428262529827412,9.489737214587871,53.85404769762993,132.28346187660858,15.873922643063871,10.762666543324789,11.388833300272625,6.683054505659159
6,CSCO,76076,2018-01-10,0.10606060606060606,1,XLK,39.90999984741211,0.004760676994919777,0.03482834875419871,0.049862232691660235,-0.028564251273930252,39.650001525878906,40.2400016784668,39.630001068115234,34.28480911254883,19473000,2,0.6970876701824125,34.34559915457507,31.84446584786633,72.29848667849532,174.01127755557354,61.56354384543666,32.736796887715656,31.152674293518068,6.683054505659159
6,INTU,78975,2018-01-10,0.030303030303030304,1,XLK,163.50999450683594,-0.003119041910395026,0.005443088153796127,0.026359323476494723,-0.06580633771573907,164.3800048828125,164.5800018310547,162.5500030517578,157.82305908203125,1095400,2,2.182237469557009,159.20962803254986,148.6403399239931,64.50522053354459,156.1669785006269,43.46766579735286,152.53930206298827,149.2966158548991,6.683054505659159
6,LRCX,48486,2018-01-10,0.07575757575757576,2,XLK,191.66000366210938,-0.013252679258584976,0.07195029579687628,0.039601359996114915,-0.15355320106190562,194.33999633789062,195.22999572753906,190.2899932861328,176.48623657226562,3510800,2,0.3560711239490786,182.8295717774598,163.91806921375112,50.46271496398409,46.25176199723451,2.5600953701104516,173.6537658691406,182.053067779541,6.683054505659159
6,MSFT,10107,2018-01-10,0.12121212121212122,1,XLK,87.81999969482422,0.002960625570267439,0.025962183305024977,0.05135507112930959,-0.03199723900238749,87.86000061035156,88.19000244140625,87.41000366210938,82.4947738647461,18652200,2,1.0639206496441176,83.0990294682779,78.98788383128263,64.33800238511088,129.10848572328624,32.862546910323395,80.14260787963867,78.46357294718425,6.683054505659159
6,ORCL,10104,2018-01-10,0.06060606060606061,1,XLK,48.79999923706055,0.003073801752179861,0.029303285340082974,0.057377034367465996,-0.04016391297520505,48.86000061035156,49.27000045776367,48.58000183105469,44.92881393432617,13476600,2,-0.056716068229647476,46.209845922151004,42.27401485665759,51.30143741554324,39.26705253468953,5.922959490365398,44.46171124776205,44.984137535095215,6.683054505659159
6,QCOM,77178,2018-01-10,0.015151515151515152,1,XLK,65.26000213623047,0.0026049367152154446,0.04275208114128515,0.033098312797869456,-0.0435182974244418,65.4800033569336,65.73999786376953,64.87999725341797,56.73405838012695,6569300,2,0.4171422232282751,57.733659116798734,55.32585397524228,58.03284848872311,8.070208567759739,3.159460169250882,56.685081990559894,54.16864744822184,6.683054505659159
6,TXN,15579,2018-01-10,0.045454545454545456,1,XLK,109.69999694824219,0.00884230900555849,0.0611668826106031,0.004102140077455241,-0.10473104006000145,109.8499984741211,109.98999786376953,108.20999908447266,95.31993103027344,5737400,2,2.5347733308120723,97.2942629174878,85.0222737951587,73.61507885789125,118.20114619425452,57.25919148986881,89.02204259236653,86.51090761820475,6.683054505659159
7,ADSK,85631,2018-01-11,0.12121212121212122,2,XLK,113.26000213623047,0.023397505283355713,0.017923350922635528,0.039908145991266686,-0.06463004766424629,111.66999816894531,113.95999908447266,111.47000122070312,113.26000213623047,2716000,3,-0.1938887269075451,114.02778188643633,101.25621851029219,51.05958540847765,171.2068392161127,19.733795054743297,107.67766647338867,115.81833318074544,5.404333480662762
7,AMD,61241,2018-01-11,0.045454545454545456,2,XLK,12.140000343322754,-0.009884669445455074,0.03706752924970891,0.06672153739197251,-0.0683690223657819,12.069999694824219,12.1899995803833,11.899999618530273,12.140000343322754,38354900,3,0.3199089145949916,12.541866535142125,9.600133281752408,54.943660958877075,143.14499096291792,16.837536906775593,10.794999885559083,11.35349996884664,5.404333480662762
7,CSCO,76076,2018-01-11,0.09090909090909091,1,XLK,40.099998474121094,0.019202006980776787,0.02967587280076489,0.06134670960290678,-0.014214453450657638,40.13999938964844,40.209999084472656,39.75,34.448020935058594,21685600,3,0.7177383617494826,34.53428679192398,31.868021481391448,73.00528761047516,168.87675945396794,61.563543845436655,32.8126610438029,31.250152524312337,5.404333480662762
7,INTU,78975,2018-01-11,0.015151515151515152,1,XLK,163.0,0.00926376972347498,0.029079788512394567,0.045644186981459445,-0.03644172922640154,163.52000427246094,164.27999877929688,162.25,157.33084106445312,813700,3,2.1582609394899634,159.45414053171322,149.1216925981696,63.4305074816833,134.46807270593132,39.98733918754993,152.783181254069,149.59589487711588,5.404333480662762
7,LRCX,48486,2018-01-11,0.07575757575757576,2,XLK,189.1199951171875,-0.0032254685647785664,0.09734562575272254,0.07111893548769022,-0.12293781653781999,192.05999755859375,192.82000732421875,188.41000366210938,174.14727783203125,2816400,3,0.12683081138797547,182.7209407201999,164.72191969239776,48.90992073190944,31.68125089098406,7.647762506352879,172.93458557128906,182.0115089416504,5.404333480662762
7,MSFT,10107,2018-01-11,0.13636363636363635,1,XLK,88.08000183105469,0.017257001250982285,0.021798345627899618,0.06789277780317282,0.0011353153100841507,88.12999725341797,88.12999725341797,87.23999786376953,82.73902130126953,17808900,3,1.0704451618084079,83.3248659374413,78.996890044004,64.92062957548156,120.3667684735923,29.600473369238355,80.24280700683593,78.63294041951498,5.404333480662762
7,ORCL,10104,2018-01-11,0.10606060606060606,1,XLK,48.95000076293945,0.011440195143222809,0.03329930619641375,0.07763021905393752,-0.024923411932074035,48.869998931884766,49.02000045776367,48.439998626708984,45.06692123413086,11687800,3,0.005502345434507561,45.969145132741424,42.40013434723904,51.94549059417466,32.63469079705928,8.256300619714668,44.46570421854655,44.988426717122394,5.404333480662762
7,QCOM,77178,2018-01-11,0.030303030303030304,1,XLK,65.43000030517578,-0.0007642221171408892,0.0398899676334743,0.04737885373819739,-0.022008236098350564,65.19999694824219,65.5,65.13999938964844,56.8818473815918,4233100,3,0.3902292857765275,57.76637626505182,55.34269050740912,58.449487505102034,28.86646561872905,3.1594601692508903,56.599595387776695,54.3640806833903,5.404333480662762
7,TXN,15579,2018-01-11,0.06060606060606061,1,XLK,110.66999816894531,0.01852356642484665,0.055661008615463636,0.02728837458789002,-0.08686215856413193,110.05000305175781,110.76000213623047,109.43000030517578,96.16278076171875,3903700,3,2.5835644941488454,97.6109389129527,85.76914989319964,74.7756147200065,125.1142423562391,60.188543280791784,89.34614766438803,86.75766779581706,5.404333480662762
8,ADSK,85631,2018-01-12,0.12121212121212122,2,XLK,115.91000366210938,-0.03390561789274216,0.013113594286850327,0.004054815880923046,-0.0649642465307032,113.56999969482422,116.08999633789062,113.06999969482422,115.91000366210938,2553000,4,0.29246537902488967,115.45676601326778,100.81623508536504,54.29197892757566,216.31414126172461,28.67183333320306,107.8966667175293,115.77149988810221,11.205639170564796
